,event,MJD,V,source,texp,texp_source,Verr
10,SN2013ej,56503.9787,12.689,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.042
11,SN2013ej,56504.39,12.66,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.02
12,SN2013ej,56504.5021,12.614,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.04
13,SN2013ej,56504.82,12.61,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
14,SN2013ej,56505.42,12.53,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.02
15,SN2013ej,56505.88,12.49,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
16,SN2013ej,56506.82,12.48,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.12
17,SN2013ej,56506.862,12.56,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
18,SN2013ej,56507.49,12.53,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.02
19,SN2013ej,56507.51,12.53,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.02
20,SN2013ej,56507.905,12.52,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
21,SN2013ej,56508.875,12.51,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
22,SN2013ej,56509.52,12.52,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
23,SN2013ej,56509.857,12.5,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.03
24,SN2013ej,56509.943,12.52,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.03
25,SN2013ej,56510.853,12.51,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
26,SN2013ej,56511.9847,12.449000000000002,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.031
27,SN2013ej,56511.9854,12.504,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.0
28,SN2013ej,56512.18,12.48,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
29,SN2013ej,56513.21,12.54,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
30,SN2013ej,56513.3085,12.523,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.032
31,SN2013ej,56513.3091,12.547,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.03
32,SN2013ej,56513.871,12.53,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.03
33,SN2013ej,56513.901,12.54,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
34,SN2013ej,56514.674000000006,12.54,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
35,SN2013ej,56515.51,12.62,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
36,SN2013ej,56515.675,12.59,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
37,SN2013ej,56515.78,12.58,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
38,SN2013ej,56515.7847,12.585,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.032
39,SN2013ej,56515.7854,12.577,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.03
40,SN2013ej,56516.795,12.58,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
41,SN2013ej,56516.81,12.52,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
42,SN2013ej,56517.59,12.55,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.06
43,SN2013ej,56517.83,12.6,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
44,SN2013ej,56517.8467,12.664,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.0
45,SN2013ej,56517.8472,12.535,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.031
46,SN2013ej,56517.9,12.59,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
47,SN2013ej,56518.798,12.58,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
48,SN2013ej,56519.48,12.79,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
49,SN2013ej,56519.99,12.57,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
50,SN2013ej,56519.9986,12.557,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.032
51,SN2013ej,56519.9991,12.588,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.031
52,SN2013ej,56520.51,12.72,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
53,SN2013ej,56520.74,12.61,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.05
54,SN2013ej,56520.79,12.63,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
55,SN2013ej,56521.65,12.66,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
56,SN2013ej,56521.6512,12.668,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.032
57,SN2013ej,56521.6517,12.643,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.0
58,SN2013ej,56521.78599999999,12.66,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
59,SN2013ej,56522.51,12.75,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
60,SN2013ej,56522.946,12.67,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
61,SN2013ej,56523.39,12.75,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.02
62,SN2013ej,56523.45,12.72,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
63,SN2013ej,56523.72,12.69,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
64,SN2013ej,56523.7303,12.627,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.032
65,SN2013ej,56523.7307,12.755999999999998,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.032
66,SN2013ej,56524.5,12.77,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
67,SN2013ej,56524.848,12.75,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
68,SN2013ej,56525.35,12.87,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.02
69,SN2013ej,56525.525,12.77,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
70,SN2013ej,56525.809,12.82,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
71,SN2013ej,56525.822,12.78,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
72,SN2013ej,56526.48,12.73,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.07
73,SN2013ej,56526.5308,12.855,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.034
74,SN2013ej,56526.5313,12.776,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.032
75,SN2013ej,56526.838,12.82,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
76,SN2013ej,56526.84,12.89,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
77,SN2013ej,56527.1446,12.91,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.035
78,SN2013ej,56527.1451,12.873,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.033
79,SN2013ej,56527.34,12.88,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.02
80,SN2013ej,56527.38,12.94,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
81,SN2013ej,56529.276,12.91,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.06
82,SN2013ej,56529.811,12.94,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
83,SN2013ej,56530.49,13.07,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
84,SN2013ej,56531.31,13.05,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
85,SN2013ej,56531.74,12.97,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
86,SN2013ej,56531.7429,12.947,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.0
87,SN2013ej,56531.7434,12.983,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.0
88,SN2013ej,56533.43,13.12,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
89,SN2013ej,56533.936,13.04,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
90,SN2013ej,56534.49,13.07,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
91,SN2013ej,56534.831,13.07,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.06
92,SN2013ej,56535.3,13.16,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
93,SN2013ej,56535.85400000001,13.1,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
94,SN2013ej,56536.4,13.17,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
95,SN2013ej,56536.51,13.22,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.06
96,SN2013ej,56536.843,13.1,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
97,SN2013ej,56537.45,13.13,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
98,SN2013ej,56538.914,13.18,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
99,SN2013ej,56539.32,13.24,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.02
100,SN2013ej,56539.41,13.21,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
101,SN2013ej,56539.575,13.24,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.06
102,SN2013ej,56540.42,13.23,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
103,SN2013ej,56541.3,13.24,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
104,SN2013ej,56541.41,13.23,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
105,SN2013ej,56541.4104,13.208,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.037000000000000005
106,SN2013ej,56541.4112,13.254,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.0
107,SN2013ej,56541.873,13.25,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
108,SN2013ej,56542.43,13.29,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
109,SN2013ej,56543.38,13.32,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
110,SN2013ej,56544.86900000001,13.32,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
111,SN2013ej,56545.3,13.37,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
112,SN2013ej,56545.48,13.33,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
113,SN2013ej,56546.41,13.39,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
114,SN2013ej,56548.27,13.43,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
115,SN2013ej,56548.39,13.42,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
116,SN2013ej,56549.41,13.44,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
117,SN2013ej,56550.44,13.44,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
118,SN2013ej,56551.45,13.45,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
119,SN2013ej,56551.73,13.47,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
120,SN2013ej,56551.8223,13.515,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.042
121,SN2013ej,56551.8231,13.425,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.034
122,SN2013ej,56552.35,13.48,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
123,SN2013ej,56555.32,13.56,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
124,SN2013ej,56559.31,13.63,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
125,SN2013ej,56559.37,13.61,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
126,SN2013ej,56559.76,13.6,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.03
127,SN2013ej,56561.44,13.6,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
128,SN2013ej,56561.4966,13.595,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.043
129,SN2013ej,56561.498,13.612,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.034
130,SN2013ej,56561.747,13.62,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
131,SN2013ej,56562.31,13.66,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
132,SN2013ej,56562.35,13.66,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
133,SN2013ej,56563.64,13.57,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.07
134,SN2013ej,56564.37,13.66,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
135,SN2013ej,56564.755,13.67,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
136,SN2013ej,56566.49,13.68,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
137,SN2013ej,56569.29,13.79,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
138,SN2013ej,56570.39,13.78,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
139,SN2013ej,56572.35,13.81,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
140,SN2013ej,56572.462,13.77,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
141,SN2013ej,56572.75,13.74,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.05
142,SN2013ej,56573.3,13.86,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
143,SN2013ej,56574.35,13.85,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
144,SN2013ej,56574.496,13.85,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
145,SN2013ej,56574.515,13.79,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
146,SN2013ej,56574.75,13.81,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
147,SN2013ej,56575.26,13.86,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
148,SN2013ej,56575.75,13.81,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
149,SN2013ej,56577.38,13.9,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
150,SN2013ej,56578.112,13.92,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.06
151,SN2013ej,56578.31,13.94,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
152,SN2013ej,56578.365,13.9,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.2
153,SN2013ej,56578.75,13.91,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
154,SN2013ej,56579.498,13.95,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
155,SN2013ej,56580.32,13.99,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
156,SN2013ej,56581.28,14.05,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
157,SN2013ej,56581.493,14.04,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
158,SN2013ej,56581.78,14.03,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.05
159,SN2013ej,56581.7906,14.01,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.053
160,SN2013ej,56581.7919,14.049,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.0
161,SN2013ej,56583.607,14.09,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
162,SN2013ej,56584.75,14.05,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
163,SN2013ej,56585.39,14.19,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
164,SN2013ej,56585.628,14.15,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.03
165,SN2013ej,56585.75,14.09,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.05
166,SN2013ej,56587.33,14.21,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
167,SN2013ej,56587.75,14.19,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
168,SN2013ej,56588.334,14.23,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
169,SN2013ej,56588.75,14.27,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
170,SN2013ej,56589.27,14.4,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
171,SN2013ej,56590.32,14.35,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
172,SN2013ej,56590.929,14.36,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
173,SN2013ej,56591.626,14.42,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
174,SN2013ej,56593.62,14.57,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
175,SN2013ej,56593.64599999999,14.57,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
176,SN2013ej,56595.393,14.8,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
177,SN2013ej,56596.29,15.05,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
178,SN2013ej,56599.26,15.66,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.02
179,SN2013ej,56599.26,15.73,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
180,SN2013ej,56599.575,15.66,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
181,SN2013ej,56600.478,15.81,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
182,SN2013ej,56600.75,16.02,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
183,SN2013ej,56601.27,16.1,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.02
184,SN2013ej,56602.389,16.12,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
185,SN2013ej,56602.5,16.2,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
186,SN2013ej,56603.31,16.08,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.17
187,SN2013ej,56604.556,16.3,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
188,SN2013ej,56605.27,16.44,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
189,SN2013ej,56605.5,16.39,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.02
190,SN2013ej,56606.27,16.47,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.04
191,SN2013ej,56606.75,16.4,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
192,SN2013ej,56607.5,16.45,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
193,SN2013ej,56608.75,16.55,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.08
194,SN2013ej,56608.859,16.48,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
195,SN2013ej,56609.26,16.56,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
196,SN2013ej,56609.35,16.42,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.08
197,SN2013ej,56609.68,16.64,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.07
198,SN2013ej,56609.6838,16.385,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.228
199,SN2013ej,56609.6858,16.639,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.068
200,SN2013ej,56612.5,16.6,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.08
201,SN2013ej,56613.75,16.6,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.05
202,SN2013ej,56614.57,16.53,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.04
203,SN2013ej,56615.28,16.61,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.1
204,SN2013ej,56615.5,16.61,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
205,SN2013ej,56615.68,16.62,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
206,SN2013ej,56616.36,16.72,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.08
207,SN2013ej,56616.4349,16.718,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.08
208,SN2013ej,56616.5,16.58,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.02
209,SN2013ej,56617.296,16.64,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
210,SN2013ej,56617.48,16.69,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.07
211,SN2013ej,56617.5,16.58,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
212,SN2013ej,56618.23,16.68,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.05
213,SN2013ej,56618.407,16.65,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
214,SN2013ej,56618.5,16.64,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
215,SN2013ej,56620.5,16.64,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
216,SN2013ej,56621.28,16.71,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.06
217,SN2013ej,56621.299000000006,16.68,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
218,SN2013ej,56621.34400000001,16.68,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.0
219,SN2013ej,56623.395,16.65,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.07
220,SN2013ej,56624.23,16.79,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.07
221,SN2013ej,56624.58,16.77,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
222,SN2013ej,56626.09,16.83,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.08
223,SN2013ej,56626.21,16.83,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
224,SN2013ej,56626.352,16.83,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.08
225,SN2013ej,56626.4359,16.834,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.08199999999999999
226,SN2013ej,56627.23,16.84,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.05
227,SN2013ej,56628.5,16.72,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.06
228,SN2013ej,56630.027,16.86,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
229,SN2013ej,56630.2,16.83,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.05
230,SN2013ej,56630.5,16.81,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
231,SN2013ej,56631.21,16.91,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.02
232,SN2013ej,56631.5,16.81,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
233,SN2013ej,56632.5,16.79,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
234,SN2013ej,56633.262,16.9,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.05
235,SN2013ej,56633.5,16.9,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.03
236,SN2013ej,56634.24,17.08,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.07
237,SN2013ej,56635.22,16.97,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.01
238,SN2013ej,56635.65,16.93,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.09
239,SN2013ej,56635.753,16.928,2014Ap&SS.354...89B,56497.5,Pessi+19 T.A1,0.085
240,SN2013ej,56637.293,16.86,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.09
241,SN2013ej,56638.349,16.92,2016MNRAS.461.2003Y,56497.5,Pessi+19 T.A1,0.1
242,SN2013ej,56640.5,17.01,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.06
243,SN2013ej,56641.2,17.01,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.09
244,SN2013ej,56642.34,16.89,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.05
245,SN2013ej,56642.5,17.07,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.06
246,SN2013ej,56644.5,17.04,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
247,SN2013ej,56645.26,17.09,"2019MNRAS.490.2799D,2012MNRAS.425.1789S",56497.5,Pessi+19 T.A1,0.05
248,SN2013ej,56645.5,17.16,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
249,SN2013ej,56646.5,17.12,2015ApJ...807...59H,56497.5,Pessi+19 T.A1,0.04
