,event,MJD,V,source,texp,texp_source,Verr
237,SN1993J,49090.0,11.09,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
238,SN1993J,49090.2,11.03,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
239,SN1993J,49090.2,11.05,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
240,SN1993J,49090.3,11.04,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
241,SN1993J,49090.58,11.17,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
242,SN1993J,49090.88,11.01,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
243,SN1993J,49091.04,11.0,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
244,SN1993J,49091.12,11.0,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
245,SN1993J,49091.17,10.98,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
246,SN1993J,49091.2,10.96,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
247,SN1993J,49091.2,10.97,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
248,SN1993J,49091.3,10.98,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
249,SN1993J,49091.55,10.97,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
250,SN1993J,49091.63,11.03,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
251,SN1993J,49091.88,10.94,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
252,SN1993J,49091.88,10.95,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
253,SN1993J,49091.98,10.93,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
254,SN1993J,49091.98,10.94,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
255,SN1993J,49092.15,10.91,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
256,SN1993J,49092.46,10.93,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
257,SN1993J,49092.88,10.85,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
258,SN1993J,49092.88,10.85,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
259,SN1993J,49092.88,10.86,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
260,SN1993J,49092.88,10.86,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
261,SN1993J,49092.88,10.89,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
262,SN1993J,49092.88,10.9,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
263,SN1993J,49093.05,10.9,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
264,SN1993J,49093.19,10.89,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
265,SN1993J,49093.2,10.83,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
266,SN1993J,49093.2,10.89,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
267,SN1993J,49093.3,10.89,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
268,SN1993J,49093.48,10.88,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
269,SN1993J,49093.6,10.88,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
270,SN1993J,49093.86,10.85,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
271,SN1993J,49093.89,10.86,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
272,SN1993J,49093.89,10.87,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
273,SN1993J,49093.91,10.87,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
274,SN1993J,49093.97,10.85,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
275,SN1993J,49093.97,10.85,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
276,SN1993J,49094.0,10.85,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
277,SN1993J,49094.0,10.86,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
278,SN1993J,49094.19,10.84,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
279,SN1993J,49094.2,10.82,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
280,SN1993J,49094.2,10.89,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
281,SN1993J,49094.47,10.86,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
282,SN1993J,49094.61,11.0,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
283,SN1993J,49094.93,10.9,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
284,SN1993J,49095.0,10.75,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
285,SN1993J,49095.07,10.84,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
286,SN1993J,49095.15,10.84,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
287,SN1993J,49095.2,10.85,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
288,SN1993J,49095.24,10.81,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
289,SN1993J,49095.3,10.85,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
290,SN1993J,49095.48,10.86,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
291,SN1993J,49095.64,10.97,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
292,SN1993J,49095.9,10.91,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
293,SN1993J,49095.9,10.91,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
294,SN1993J,49096.0,10.75,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
295,SN1993J,49096.04,10.86,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
296,SN1993J,49096.1,10.87,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
297,SN1993J,49096.15,10.84,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
298,SN1993J,49096.15,10.86,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
299,SN1993J,49096.2,10.82,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
300,SN1993J,49096.2,10.83,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
301,SN1993J,49096.45,10.87,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
302,SN1993J,49096.63,10.85,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
303,SN1993J,49096.84,10.72,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
304,SN1993J,49096.87,10.87,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
305,SN1993J,49096.87,10.87,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
306,SN1993J,49096.87,10.88,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
307,SN1993J,49096.87,10.88,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
308,SN1993J,49096.9,10.85,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
309,SN1993J,49096.9,10.85,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
310,SN1993J,49097.1,10.88,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
311,SN1993J,49097.15,10.86,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
312,SN1993J,49097.2,10.9,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
313,SN1993J,49097.3,10.86,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
314,SN1993J,49097.44,10.91,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
315,SN1993J,49097.61,11.04,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
316,SN1993J,49098.08,10.94,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
317,SN1993J,49098.1,10.92,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
318,SN1993J,49098.13,10.93,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
319,SN1993J,49098.28,10.91,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
320,SN1993J,49098.83,10.98,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
321,SN1993J,49098.83,10.98,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
322,SN1993J,49098.83,11.01,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
323,SN1993J,49098.83,11.01,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
324,SN1993J,49098.96,10.99,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
325,SN1993J,49098.96,11.0,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
326,SN1993J,49099.15,11.0,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
327,SN1993J,49099.2,10.99,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
328,SN1993J,49099.2,11.0,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
329,SN1993J,49099.79,11.06,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
330,SN1993J,49099.83,11.05,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
331,SN1993J,49099.83,11.05,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
332,SN1993J,49099.83,11.07,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
333,SN1993J,49099.83,11.07,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
334,SN1993J,49099.87,10.63,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
335,SN1993J,49100.2,11.09,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
336,SN1993J,49100.25,11.12,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
337,SN1993J,49100.3,11.1,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
338,SN1993J,49100.51,11.27,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
339,SN1993J,49100.79,11.08,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
340,SN1993J,49100.91,11.16,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
341,SN1993J,49100.91,11.18,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
342,SN1993J,49100.96,11.16,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
343,SN1993J,49100.96,11.16,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
344,SN1993J,49100.96,11.17,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
345,SN1993J,49100.96,11.17,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
346,SN1993J,49101.03,11.16,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
347,SN1993J,49101.09,11.19,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
348,SN1993J,49101.1,11.2,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
349,SN1993J,49101.12,11.19,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
350,SN1993J,49101.15,11.18,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
351,SN1993J,49101.2,11.19,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
352,SN1993J,49101.79,11.04,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
353,SN1993J,49101.89,11.24,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
354,SN1993J,49102.17,11.31,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
355,SN1993J,49102.2,11.28,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
356,SN1993J,49102.62,11.27,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
357,SN1993J,49102.72,11.4,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
358,SN1993J,49102.84,11.32,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
359,SN1993J,49102.91,11.33,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
360,SN1993J,49102.91,11.35,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
361,SN1993J,49102.91,11.36,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
362,SN1993J,49103.1,11.36,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
363,SN1993J,49103.25,11.39,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
364,SN1993J,49103.58,11.55,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
365,SN1993J,49103.74,11.46,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
366,SN1993J,49103.81,11.43,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
367,SN1993J,49103.81,11.43,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
368,SN1993J,49104.2,11.47,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
369,SN1993J,49104.3,11.47,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
370,SN1993J,49104.61,11.64,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
371,SN1993J,49104.83,11.51,"1995A&AS..110..513B,SUSPECT",49073.05,AVG.,
372,SN1993J,49104.83,11.51,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
373,SN1993J,49104.91,11.51,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
374,SN1993J,49104.91,11.52,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
375,SN1993J,49105.07,11.53,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
376,SN1993J,49105.1,11.58,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
377,SN1993J,49105.15,11.53,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
378,SN1993J,49105.2,11.53,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
379,SN1993J,49105.2,11.59,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
380,SN1993J,49105.3,11.55,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
381,SN1993J,49105.87,11.61,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
382,SN1993J,49105.87,11.63,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
383,SN1993J,49106.2,11.62,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
384,SN1993J,49106.3,11.63,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
385,SN1993J,49106.9,11.68,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
386,SN1993J,49107.3,11.68,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
387,SN1993J,49107.49,11.69,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
388,SN1993J,49107.88,11.72,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
389,SN1993J,49107.88,11.74,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
390,SN1993J,49108.2,11.73,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
391,SN1993J,49108.2,11.74,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
392,SN1993J,49109.2,11.8,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
393,SN1993J,49109.2,11.83,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
394,SN1993J,49110.2,11.83,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
395,SN1993J,49110.2,11.89,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
396,SN1993J,49111.3,11.92,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
397,SN1993J,49111.66,12.04,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
398,SN1993J,49112.2,11.96,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
399,SN1993J,49112.61,12.05,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
400,SN1993J,49112.89,12.0,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
401,SN1993J,49112.89,12.01,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
402,SN1993J,49113.75,12.1,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
403,SN1993J,49114.2,12.02,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
404,SN1993J,49114.7,12.07,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
405,SN1993J,49115.2,12.09,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
406,SN1993J,49116.2,12.12,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
407,SN1993J,49116.3,12.1,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
408,SN1993J,49117.3,12.14,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
409,SN1993J,49118.2,12.2,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
410,SN1993J,49118.69,12.21,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
411,SN1993J,49119.47,12.25,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
412,SN1993J,49121.3,12.25,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
413,SN1993J,49121.3,12.27,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
414,SN1993J,49121.62,12.37,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
415,SN1993J,49121.9,12.26,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
416,SN1993J,49122.3,12.26,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
417,SN1993J,49122.3,12.29,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
418,SN1993J,49122.65,12.35,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
419,SN1993J,49122.9,12.31,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
420,SN1993J,49122.9,12.32,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
421,SN1993J,49123.2,12.31,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
422,SN1993J,49123.3,12.28,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
423,SN1993J,49123.49,12.38,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
424,SN1993J,49123.88,12.32,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
425,SN1993J,49123.88,12.33,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
426,SN1993J,49124.3,12.3,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
427,SN1993J,49125.99,12.38,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
428,SN1993J,49126.2,12.37,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
429,SN1993J,49126.3,12.36,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
430,SN1993J,49128.3,12.4,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
431,SN1993J,49129.3,12.44,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
432,SN1993J,49129.3,12.45,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
433,SN1993J,49129.88,12.45,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
434,SN1993J,49129.88,12.46,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
435,SN1993J,49130.3,12.43,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
436,SN1993J,49130.3,12.45,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
437,SN1993J,49131.91,12.48,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
438,SN1993J,49131.91,12.49,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
439,SN1993J,49132.88,12.49,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
440,SN1993J,49132.88,12.51,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
441,SN1993J,49135.2,12.56,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
442,SN1993J,49136.3,12.54,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
443,SN1993J,49141.3,12.61,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue",49073.05,AVG.,
