event,texp,trise,dm1,dm2,dm4030
SN2008ax,54528.3,21.229523809522757,33.74320802005033,13.351629072681778,-10.60798538532399
SN2011dh,55712.4,20.32970275689142,14.796548120299832,11.14307944862086,-10.080414725714883
SN1993J,49073.05,22.29300751879618,30.626416040098306,9.646115288219939,-8.604064259496282
SN2006T,53759.0,21.560100250627507,61.321428571427525,20.44047619047584,-13.906746766748482
SN2004ex,53287.85000000001,17.014310776931048,2.9798997493732244,1.92817042606503,-8.853205316956062
SN2008aq,54513.0,18.684145112783824,33.072623057641906,12.448683959898922,-10.724589598066082
SN2013df,56448.2,23.11754385965365,4.610877192982507,3.3903508771930184,-11.829566799630811
SN2006el,53959.0,24.25298225563991,47.085353383453935,22.365542857140614,-12.994221383808998
